Age,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,Attrition,AgeGroup
59,Research & Development,3,Bachelor,Life Sciences,1,High,Male,Medium,Research Scientist,Very High,2177,Excellent,Low,Better,No,56-65
37,Sales,4,Master,Marketing,1,Low,Male,High,Sales Representative,Very High,2793,Excellent,High,Better,No,36-45
29,Sales,1,Below College,Medical,1,Medium,Female,High,Sales Executive,Very High,7918,Excellent,Very High,Better,No,26-35
35,Sales,1,Bachelor,Marketing,1,High,Female,High,Sales Executive,High,8789,Excellent,Low,Best,No,36-45
29,Research & Development,18,Below College,Medical,1,High,Male,Medium,Research Scientist,Very High,2389,Excellent,High,Good,Yes,26-35
52,Research & Development,2,Bachelor,Life Sciences,1,High,Female,Medium,Laboratory Technician,Very High,3212,Excellent,Medium,Good,No,46-55
42,Research & Development,4,College,Technical Degree,1,High,Male,High,Manager,Very High,19232,Excellent,Very High,Better,No,36-45
59,Human Resources,6,College,Medical,1,Medium,Male,High,Human Resources,High,2267,Excellent,Very High,Good,No,56-65
50,Sales,1,Master,Medical,1,High,Female,High,Manager,Very High,19517,Excellent,High,Good,No,46-55
33,Research & Development,14,Bachelor,Medical,1,High,Male,High,Laboratory Technician,Very High,2436,Excellent,High,Bad,Yes,26-35
43,Sales,16,Bachelor,Marketing,1,High,Female,High,Manager,Very High,16064,Outstanding,High,Better,No,36-45
33,Research & Development,2,College,Life Sciences,1,Low,Female,High,Laboratory Technician,Low,2707,Outstanding,Low,Best,Yes,26-35
52,Sales,2,Master,Life Sciences,1,Low,Male,Medium,Manager,High,19068,Excellent,Very High,Best,No,46-55
32,Sales,4,College,Life Sciences,1,High,Female,High,Sales Representative,Medium,3931,Excellent,Low,Better,No,26-35
32,Research & Development,1,Bachelor,Life Sciences,1,High,Male,Medium,Laboratory Technician,High,3730,Excellent,Very High,Bad,Yes,26-35
39,Research & Development,1,Master,Medical,1,High,Female,High,Laboratory Technician,High,2232,Excellent,High,Better,No,36-45
32,Sales,26,Master,Marketing,1,High,Male,High,Sales Executive,Very High,4465,Excellent,Low,Better,No,26-35
41,Research & Development,19,College,Life Sciences,1,High,Male,High,Research Scientist,Low,3072,Excellent,Low,Good,No,36-45
40,Research & Development,24,College,Technical Degree,1,Low,Male,High,Research Scientist,Very High,3319,Excellent,Low,Better,No,36-45
45,Research & Development,1,Bachelor,Other,1,High,Male,Very High,Manager,Very High,19202,Excellent,High,Better,No,46-55
31,Research & Development,3,Master,Medical,1,Medium,Male,High,Research Director,High,13675,Excellent,Low,Better,No,26-35
33,Research & Development,5,Master,Life Sciences,1,High,Female,Medium,Research Scientist,Very High,2911,Excellent,High,Good,No,26-35
34,Research & Development,2,Master,Life Sciences,1,High,Male,Medium,Manufacturing Director,Low,5957,Excellent,Medium,Better,No,26-35
37,Research & Development,1,College,Medical,1,High,Female,Medium,Research Scientist,Low,3920,Excellent,Low,Good,No,36-45
45,Research & Development,7,Master,Life Sciences,1,Low,Male,Very High,Manufacturing Director,High,6434,Excellent,Very High,Better,No,46-55
37,Research & Development,10,Bachelor,Medical,1,Low,Male,High,Manufacturing Director,High,10048,Excellent,Medium,Better,Yes,36-45
39,Research & Development,2,Master,Technical Degree,1,High,Female,High,Healthcare Representative,High,10938,Outstanding,Very High,Better,No,36-45
29,Research & Development,15,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,2340,Excellent,Low,Better,No,26-35
42,Research & Development,17,College,Life Sciences,1,High,Female,Very High,Research Scientist,Low,6545,Excellent,High,Better,No,36-45
29,Sales,20,College,Marketing,1,High,Male,High,Sales Executive,Very High,6931,Excellent,Very High,Better,No,26-35
25,Research & Development,1,Bachelor,Life Sciences,1,Low,Female,High,Manufacturing Director,High,4898,Excellent,Very High,Better,No,26-35
42,Research & Development,2,Bachelor,Medical,1,High,Female,Medium,Laboratory Technician,Low,2593,Excellent,High,Better,No,36-45
40,Research & Development,2,College,Medical,1,Low,Male,High,Research Director,High,19436,Excellent,Very High,Better,No,36-45
51,Research & Development,1,Bachelor,Life Sciences,1,High,Male,High,Research Scientist,Very High,2723,Excellent,Medium,Good,No,46-55
31,Research & Development,29,College,Medical,1,High,Male,Medium,Laboratory Technician,Medium,3479,Excellent,Medium,Best,Yes,26-35
32,Research & Development,7,Bachelor,Life Sciences,1,Medium,Male,Very High,Laboratory Technician,Medium,2794,Outstanding,High,Bad,No,26-35
38,Sales,2,College,Life Sciences,1,High,Male,Medium,Sales Executive,Very High,5249,Excellent,Very High,Better,No,36-45
32,Research & Development,2,Below College,Technical Degree,1,High,Male,Medium,Laboratory Technician,Low,2176,Excellent,Very High,Better,No,26-35
46,Sales,2,Bachelor,Technical Degree,1,High,Female,Low,Manager,Medium,16872,Excellent,Medium,Good,No,46-55
28,Research & Development,2,Master,Life Sciences,1,Low,Male,High,Laboratory Technician,High,3485,Excellent,High,Bad,Yes,26-35
29,Sales,2,Bachelor,Medical,1,Low,Male,Medium,Sales Executive,Medium,6644,Excellent,Medium,Better,No,26-35
31,Research & Development,23,Bachelor,Medical,1,Medium,Male,Medium,Healthcare Representative,Very High,5582,Outstanding,Medium,Better,No,26-35
25,Research & Development,5,College,Life Sciences,1,Medium,Male,Very High,Healthcare Representative,Low,4000,Excellent,Very High,Better,No,26-35
45,Research & Development,20,College,Medical,1,High,Male,High,Healthcare Representative,Very High,13496,Excellent,Medium,Better,No,46-55
36,Research & Development,6,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,Very High,3210,Excellent,High,Better,No,36-45
55,Research & Development,1,Bachelor,Medical,1,High,Male,High,Manager,Low,19045,Excellent,High,Better,No,56-65
47,Research & Development,29,Master,Life Sciences,1,Low,Male,High,Manager,Medium,11849,Excellent,Very High,Good,Yes,46-55
28,Research & Development,9,Bachelor,Medical,1,High,Male,High,Research Scientist,Very High,2070,Outstanding,Very High,Good,No,26-35
37,Sales,6,Master,Medical,1,High,Male,High,Sales Executive,Very High,6502,Excellent,Medium,Best,No,36-45
21,Research & Development,3,College,Medical,1,High,Male,Medium,Research Scientist,High,3230,Excellent,Low,Best,No,18-25
37,Research & Development,1,Master,Medical,1,Low,Female,High,Research Director,Very High,13603,Excellent,Low,Better,No,36-45
35,Research & Development,22,Bachelor,Life Sciences,1,Medium,Female,Very High,Manager,Medium,11996,Excellent,Medium,Good,No,36-45
38,Sales,7,College,Medical,1,Low,Female,Very High,Sales Executive,Low,5605,Outstanding,High,Better,No,36-45
26,Research & Development,1,Bachelor,Life Sciences,1,High,Female,High,Manufacturing Director,Medium,6397,Outstanding,Low,Bad,No,26-35
50,Research & Development,4,Below College,Life Sciences,1,Low,Male,High,Research Director,Medium,19144,Excellent,Low,Good,No,46-55
53,Research & Development,3,Master,Medical,1,High,Male,High,Research Director,High,17584,Excellent,Very High,Good,No,46-55
42,Sales,1,Below College,Life Sciences,1,Medium,Male,High,Sales Executive,High,4907,Outstanding,High,Better,No,36-45
29,Sales,2,College,Life Sciences,1,Medium,Male,High,Sales Executive,Very High,4554,Excellent,Low,Good,No,26-35
55,Research & Development,20,College,Technical Degree,1,Medium,Male,High,Laboratory Technician,Very High,5415,Excellent,Very High,Better,No,56-65
26,Research & Development,11,College,Medical,1,Low,Male,High,Healthcare Representative,Low,4741,Excellent,High,Better,No,26-35
37,Research & Development,1,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,Very High,2115,Excellent,Medium,Better,No,36-45
44,Research & Development,24,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,High,3161,Outstanding,Very High,Bad,Yes,36-45
38,Research & Development,23,Master,Life Sciences,1,High,Male,High,Healthcare Representative,Very High,5745,Excellent,Medium,Better,No,36-45
26,Research & Development,16,Master,Medical,1,Low,Male,High,Laboratory Technician,Medium,2373,Excellent,Very High,Better,Yes,26-35
28,Research & Development,8,College,Life Sciences,1,High,Female,High,Research Scientist,Very High,3310,Outstanding,Very High,Better,No,26-35
49,Research & Development,10,Master,Life Sciences,1,High,Female,High,Research Director,Low,18665,Excellent,Very High,Better,No,46-55
36,Research & Development,3,Bachelor,Technical Degree,1,High,Male,High,Research Scientist,Medium,4485,Excellent,Very High,Better,No,36-45
31,Sales,5,Bachelor,Marketing,1,High,Female,High,Sales Representative,Medium,2789,Excellent,High,Good,No,26-35
26,Sales,4,Master,Marketing,1,High,Male,Medium,Sales Executive,Very High,5828,Excellent,Medium,Better,Yes,26-35
37,Research & Development,9,Bachelor,Medical,1,Medium,Male,High,Research Scientist,Very High,2326,Excellent,High,Good,No,36-45
42,Sales,26,Bachelor,Marketing,1,High,Female,High,Sales Executive,Medium,13525,Excellent,Very High,Best,No,36-45
18,Research & Development,3,Bachelor,Life Sciences,1,High,Male,High,Laboratory Technician,High,1420,Excellent,High,Better,Yes,18-25
35,Sales,16,Bachelor,Marketing,1,High,Male,High,Sales Executive,Medium,8020,Excellent,High,Good,No,36-45
36,Research & Development,18,Master,Life Sciences,1,High,Male,Very High,Laboratory Technician,Very High,3688,Excellent,Very High,Better,No,36-45
51,Research & Development,2,Bachelor,Medical,1,High,Male,Low,Manufacturing Director,Medium,5482,Excellent,Very High,Better,No,46-55
41,Sales,2,Master,Life Sciences,1,High,Male,High,Manager,Medium,16015,Excellent,Medium,Better,No,36-45
18,Sales,10,Bachelor,Medical,1,High,Female,Medium,Sales Representative,High,1200,Excellent,Low,Better,No,18-25
28,Research & Development,16,College,Medical,1,Medium,Male,Very High,Healthcare Representative,Low,5661,Excellent,High,Better,No,26-35
31,Sales,7,Bachelor,Technical Degree,1,Medium,Male,Very High,Sales Executive,Very High,6929,Excellent,Medium,Good,No,26-35
39,Research & Development,1,Bachelor,Medical,1,High,Male,Very High,Healthcare Representative,Very High,9613,Excellent,Low,Good,No,36-45
36,Research & Development,24,Master,Life Sciences,1,Medium,Female,High,Laboratory Technician,Medium,5674,Excellent,High,Better,No,36-45
32,Sales,7,Bachelor,Life Sciences,1,High,Male,Medium,Sales Executive,High,5484,Excellent,High,Good,No,26-35
38,Research & Development,25,College,Life Sciences,1,Low,Female,Medium,Research Director,Medium,12061,Excellent,High,Better,No,36-45
58,Research & Development,1,Master,Life Sciences,1,High,Male,Low,Healthcare Representative,High,5660,Excellent,Very High,Better,No,56-65
31,Research & Development,5,Master,Technical Degree,1,High,Male,High,Research Scientist,Very High,4821,Excellent,High,Better,No,26-35
31,Human Resources,2,Bachelor,Human Resources,1,Low,Male,Medium,Human Resources,Low,6410,Excellent,Very High,Better,No,26-35
45,Research & Development,7,Bachelor,Life Sciences,1,Low,Male,High,Laboratory Technician,Low,5210,Excellent,Low,Better,No,46-55
31,Research & Development,2,Master,Life Sciences,1,High,Male,High,Research Scientist,Very High,2695,Excellent,Medium,Bad,No,26-35
33,Research & Development,5,Master,Life Sciences,1,High,Female,High,Manager,Medium,11878,Excellent,Medium,Better,No,26-35
39,Research & Development,10,Below College,Medical,1,High,Male,High,Manager,Low,17068,Excellent,Very High,Better,No,36-45
43,Research & Development,10,Master,Life Sciences,1,High,Female,High,Laboratory Technician,Very High,2455,Excellent,Low,Better,No,36-45
49,Research & Development,1,College,Technical Degree,1,High,Female,Medium,Healthcare Representative,High,13964,Excellent,Very High,Better,No,46-55
52,Research & Development,8,Master,Medical,1,High,Male,Medium,Research Scientist,Medium,4941,Excellent,Low,Good,Yes,46-55
27,Research & Development,5,Bachelor,Life Sciences,1,High,Female,High,Research Scientist,Medium,2478,Excellent,Medium,Good,No,26-35
32,Sales,8,College,Technical Degree,1,High,Female,Medium,Sales Executive,Medium,5228,Excellent,Very High,Better,No,26-35
27,Sales,2,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,High,4478,Excellent,Low,Better,No,26-35
31,Sales,7,Bachelor,Marketing,1,High,Male,High,Sales Executive,Very High,7547,Excellent,Very High,Better,No,26-35
32,Research & Development,2,Master,Medical,1,Low,Female,Very High,Research Scientist,Very High,5055,Excellent,High,Good,No,26-35
28,Research & Development,2,Master,Medical,1,Low,Male,Low,Research Scientist,Very High,3464,Excellent,Very High,Good,Yes,26-35
30,Research & Development,28,College,Medical,1,High,Female,High,Research Scientist,Very High,5775,Excellent,Very High,Better,No,26-35
31,Research & Development,7,College,Life Sciences,1,High,Female,Medium,Manufacturing Director,High,8943,Outstanding,Low,Better,No,26-35
39,Research & Development,7,College,Medical,1,High,Male,Medium,Manager,Very High,19272,Excellent,Low,Better,No,36-45
39,Sales,3,College,Medical,1,High,Female,High,Sales Executive,High,5238,Excellent,Low,Good,Yes,36-45
33,Sales,10,Bachelor,Marketing,1,Medium,Male,Medium,Sales Executive,Very High,4682,Excellent,High,Good,No,26-35
47,Research & Development,5,Doctor,Life Sciences,1,High,Male,High,Research Director,High,18300,Excellent,Medium,Better,No,46-55
43,Research & Development,10,Master,Life Sciences,1,High,Female,Medium,Laboratory Technician,High,5257,Excellent,Medium,Best,No,36-45
27,Sales,1,Below College,Marketing,1,High,Male,High,Sales Executive,Medium,6349,Excellent,Very High,Better,No,26-35
54,Research & Development,20,Master,Life Sciences,1,High,Female,High,Research Scientist,High,4869,Excellent,Very High,Good,No,46-55
43,Research & Development,7,Bachelor,Life Sciences,1,High,Female,High,Healthcare Representative,Low,9985,Excellent,Low,Good,No,36-45
45,Research & Development,8,Master,Other,1,High,Male,High,Research Scientist,Very High,3697,Excellent,Low,Better,No,46-55
40,Sales,1,College,Medical,1,Medium,Male,Low,Sales Executive,Very High,7457,Outstanding,High,Good,No,36-45
29,Research & Development,8,Master,Other,1,Medium,Male,Low,Laboratory Technician,Low,2119,Excellent,Very High,Good,Yes,26-35
29,Research & Development,9,Doctor,Other,1,Medium,Male,Medium,Laboratory Technician,Very High,3983,Excellent,High,Better,No,26-35
30,Sales,5,Bachelor,Marketing,1,High,Female,Medium,Sales Executive,High,6118,Excellent,High,Better,No,26-35
27,Sales,8,Master,Marketing,1,Medium,Female,High,Sales Executive,Medium,6214,Excellent,Low,Better,No,26-35
37,Research & Development,5,College,Medical,1,High,Male,High,Manufacturing Director,Very High,6347,Excellent,High,Good,No,36-45
38,Research & Development,15,College,Life Sciences,1,High,Male,Medium,Research Director,Very High,11510,Excellent,Medium,Better,No,36-45
31,Research & Development,7,Master,Medical,1,High,Female,High,Manufacturing Director,Very High,7143,Excellent,High,Good,No,26-35
29,Sales,10,Below College,Marketing,1,High,Female,Medium,Sales Executive,Medium,8268,Excellent,Low,Better,No,26-35
35,Research & Development,5,Master,Technical Degree,1,High,Male,High,Manufacturing Director,Medium,8095,Excellent,Very High,Better,No,36-45
23,Research & Development,26,Below College,Life Sciences,1,High,Male,High,Research Scientist,Very High,2904,Excellent,High,Good,No,18-25
41,Research & Development,6,Bachelor,Medical,1,High,Male,Medium,Manufacturing Director,Medium,6032,Excellent,Very High,Better,No,36-45
47,Sales,4,Below College,Medical,1,Medium,Male,High,Sales Representative,High,2976,Excellent,Low,Better,No,46-55
42,Research & Development,23,Doctor,Life Sciences,1,Low,Female,High,Research Director,Very High,15992,Excellent,Medium,Better,No,36-45
29,Sales,2,Bachelor,Life Sciences,1,High,Male,High,Sales Executive,High,4649,Excellent,Low,Good,No,26-35
42,Human Resources,2,Below College,Technical Degree,1,High,Male,High,Human Resources,High,2696,Excellent,High,Better,No,36-45
32,Research & Development,2,Bachelor,Medical,1,High,Female,High,Laboratory Technician,Medium,2370,Excellent,High,Better,No,26-35
48,Sales,29,Below College,Medical,1,Low,Female,High,Manager,High,12504,Outstanding,Medium,Bad,No,46-55
37,Research & Development,6,Bachelor,Medical,1,High,Male,Very High,Research Scientist,Low,5974,Excellent,Low,Better,No,36-45
30,Sales,25,College,Technical Degree,1,High,Female,High,Sales Executive,High,4736,Excellent,Medium,Best,No,26-35
